event_id,ticker,event_ts,event_type,n_insiders,n_filings,total_value,first_filing
f4_ADV_2023-09-08,ADV,2023-09-08,form4_cluster_buy,2,3,133003.18,2023-09-07
f4_DERM_2023-09-08,DERM,2023-09-08,form4_cluster_buy,2,2,288630.88,2023-09-08
f4_FLWS_2023-09-11,FLWS,2023-09-11,form4_cluster_buy,2,2,342450.0,2023-09-11
f4_AEYE_2023-09-18,AEYE,2023-09-18,form4_cluster_buy,2,4,675731.81,2023-09-13
f4_FTCI_2023-09-18,FTCI,2023-09-18,form4_cluster_buy,3,3,150100.0,2023-09-14
f4_GRNT_2023-09-19,GRNT,2023-09-19,form4_cluster_buy,6,6,383548.68,2023-09-15
f4_HURC_2023-09-20,HURC,2023-09-20,form4_cluster_buy,5,5,298336.37,2023-09-15
f4_HPK_2023-09-21,HPK,2023-09-21,form4_cluster_buy,2,4,8446107.85,2023-09-21
f4_TKNO_2023-09-21,TKNO,2023-09-21,form4_cluster_buy,5,6,16749996.2,2023-09-21
f4_MPAA_2023-09-26,MPAA,2023-09-26,form4_cluster_buy,4,10,1132550.0,2023-09-25
f4_CODA_2023-09-29,CODA,2023-09-29,form4_cluster_buy,3,5,1104364.8,2023-09-29
f4_ASTI_2023-10-02,ASTI,2023-10-02,form4_cluster_buy,5,5,384995.52,2023-10-02
f4_CODA_2023-10-10,CODA,2023-10-10,form4_cluster_buy,2,2,197551.2,2023-10-10
f4_TGEN_2023-10-18,TGEN,2023-10-18,form4_cluster_buy,2,3,102750.0,2023-10-13
f4_RMBI_2023-10-26,RMBI,2023-10-26,form4_cluster_buy,5,6,212417.18,2023-10-26
f4_TBI_2023-11-01,TBI,2023-11-01,form4_cluster_buy,4,4,298284.0,2023-10-27
f4_AROW_2023-11-03,AROW,2023-11-03,form4_cluster_buy,5,8,587269.16,2023-10-30
f4_LXFR_2023-11-03,LXFR,2023-11-03,form4_cluster_buy,2,2,148188.95,2023-10-31
f4_BALY_2023-11-07,BALY,2023-11-07,form4_cluster_buy,7,8,692057.0,2023-11-07
f4_COFS_2023-11-07,COFS,2023-11-07,form4_cluster_buy,3,3,214330.9,2023-11-03
f4_TBI_2023-11-07,TBI,2023-11-07,form4_cluster_buy,2,2,126600.0,2023-11-07
f4_PACK_2023-11-08,PACK,2023-11-08,form4_cluster_buy,3,14,497389.6,2023-11-06
f4_AMPY_2023-11-09,AMPY,2023-11-09,form4_cluster_buy,2,2,121462.0,2023-11-08
f4_AURA_2023-11-09,AURA,2023-11-09,form4_cluster_buy,2,7,15474987.3,2023-11-09
f4_LXEO_2023-11-09,LXEO,2023-11-09,form4_cluster_buy,3,3,12499982.0,2023-11-09
f4_RBB_2023-11-09,RBB,2023-11-09,form4_cluster_buy,3,5,240570.38,2023-11-07
f4_RM_2023-11-09,RM,2023-11-09,form4_cluster_buy,2,2,133620.0,2023-11-08
f4_EML_2023-11-13,EML,2023-11-13,form4_cluster_buy,2,3,140445.95,2023-11-09
f4_ZNTL_2023-11-13,ZNTL,2023-11-13,form4_cluster_buy,2,2,219391.0,2023-11-13
f4_ADV_2023-11-14,ADV,2023-11-14,form4_cluster_buy,4,7,790398.99,2023-11-09
f4_ATRA_2023-11-15,ATRA,2023-11-15,form4_cluster_buy,3,4,194884.39,2023-11-14
f4_MOVE_2023-11-15,MOVE,2023-11-15,form4_cluster_buy,3,3,271150.0,2023-11-15
f4_EXFY_2023-11-16,EXFY,2023-11-16,form4_cluster_buy,2,2,1946055.04,2023-11-13
f4_FBIO_2023-11-16,FBIO,2023-11-16,form4_cluster_buy,2,2,2914774.1,2023-11-16
f4_WEST_2023-11-16,WEST,2023-11-16,form4_cluster_buy,3,5,574182.75,2023-11-14
f4_EML_2023-11-17,EML,2023-11-17,form4_cluster_buy,2,4,146379.3,2023-11-16
f4_RILY_2023-11-17,RILY,2023-11-17,form4_cluster_buy,6,9,1872748.06,2023-11-13
f4_BRCC_2023-11-20,BRCC,2023-11-20,form4_cluster_buy,2,3,846415.0,2023-11-15
f4_FTCI_2023-11-20,FTCI,2023-11-20,form4_cluster_buy,3,3,162524.1,2023-11-15
f4_ATNI_2023-11-22,ATNI,2023-11-22,form4_cluster_buy,3,4,707099.0,2023-11-21
f4_AVD_2023-11-22,AVD,2023-11-22,form4_cluster_buy,2,2,148544.87,2023-11-21
f4_SRBK_2023-11-22,SRBK,2023-11-22,form4_cluster_buy,3,29,822892.4,2023-11-17
f4_RWAY_2023-11-24,RWAY,2023-11-24,form4_cluster_buy,2,8,785019.7,2023-11-21
f4_RWAY_2023-11-28,RWAY,2023-11-28,form4_cluster_buy,2,2,205363.2,2023-11-28
f4_RNGR_2023-11-30,RNGR,2023-11-30,form4_cluster_buy,2,3,246835.0,2023-11-30
f4_SHBI_2023-11-30,SHBI,2023-11-30,form4_cluster_buy,3,3,139667.51,2023-11-29
f4_GRNT_2023-12-04,GRNT,2023-12-04,form4_cluster_buy,2,3,134870.0,2023-11-30
f4_MGPI_2023-12-06,MGPI,2023-12-06,form4_cluster_buy,2,2,109694.56,2023-12-06
f4_PCB_2023-12-06,PCB,2023-12-06,form4_cluster_buy,2,7,132488.5,2023-12-04
f4_MX_2023-12-12,MX,2023-12-12,form4_cluster_buy,2,2,136000.0,2023-12-12
f4_CATX_2023-12-19,CATX,2023-12-19,form4_cluster_buy,4,8,278041.14,2023-12-18
f4_PAYS_2024-01-25,PAYS,2024-01-25,form4_cluster_buy,2,6,598690.98,2024-01-25
f4_ACET_2024-01-26,ACET,2024-01-26,form4_cluster_buy,2,6,15000000.0,2024-01-26
f4_CATX_2024-01-30,CATX,2024-01-30,form4_cluster_buy,2,10,243839.95,2024-01-26
f4_PAYS_2024-01-31,PAYS,2024-01-31,form4_cluster_buy,2,6,662514.74,2024-01-31
f4_EPSN_2024-02-05,EPSN,2024-02-05,form4_cluster_buy,2,2,2058371.1,2024-01-31
f4_OVLY_2024-02-06,OVLY,2024-02-06,form4_cluster_buy,3,3,119490.0,2024-02-01
f4_PAYS_2024-02-06,PAYS,2024-02-06,form4_cluster_buy,2,6,668599.18,2024-02-06
f4_SHBI_2024-02-12,SHBI,2024-02-12,form4_cluster_buy,2,3,116368.25,2024-02-07
f4_LCNB_2024-02-13,LCNB,2024-02-13,form4_cluster_buy,5,8,171519.3,2024-02-08
f4_PLCE_2024-02-16,PLCE,2024-02-16,form4_cluster_buy,2,26,111831462.02,2024-02-13
f4_PAYS_2024-02-21,PAYS,2024-02-21,form4_cluster_buy,2,6,469658.16,2024-02-21
f4_SHBI_2024-02-22,SHBI,2024-02-22,form4_cluster_buy,2,2,116000.0,2024-02-22
f4_ESOA_2024-02-26,ESOA,2024-02-26,form4_cluster_buy,2,2,102115.0,2024-02-23
f4_RVSB_2024-02-27,RVSB,2024-02-27,form4_cluster_buy,4,4,118090.0,2024-02-23
f4_ORN_2024-03-07,ORN,2024-03-07,form4_cluster_buy,3,4,189210.14,2024-03-04
f4_PAYS_2024-03-07,PAYS,2024-03-07,form4_cluster_buy,2,6,1066347.92,2024-03-07
f4_SLRC_2024-03-08,SLRC,2024-03-08,form4_cluster_buy,2,10,6251807.28,2024-03-06
f4_HWBK_2024-03-11,HWBK,2024-03-11,form4_cluster_buy,2,3,301791.5,2024-03-08
f4_MX_2024-03-13,MX,2024-03-13,form4_cluster_buy,3,4,189143.86,2024-03-12
f4_USCB_2024-03-14,USCB,2024-03-14,form4_cluster_buy,2,4,145602.1,2024-03-12
f4_ANIX_2024-03-15,ANIX,2024-03-15,form4_cluster_buy,2,2,132900.0,2024-03-15
f4_FRST_2024-03-15,FRST,2024-03-15,form4_cluster_buy,4,12,182242.11,2024-03-12
f4_HWBK_2024-03-15,HWBK,2024-03-15,form4_cluster_buy,3,4,139465.48,2024-03-14
f4_ASLE_2024-03-18,ASLE,2024-03-18,form4_cluster_buy,5,9,655345.15,2024-03-13
f4_GRNT_2024-03-18,GRNT,2024-03-18,form4_cluster_buy,4,5,104793.0,2024-03-18
f4_PAYS_2024-03-18,PAYS,2024-03-18,form4_cluster_buy,2,12,1296409.72,2024-03-13
f4_RWAY_2024-03-18,RWAY,2024-03-18,form4_cluster_buy,2,2,475081.2,2024-03-18
f4_STEM_2024-03-20,STEM,2024-03-20,form4_cluster_buy,3,5,316588.0,2024-03-18
f4_IMRX_2024-03-21,IMRX,2024-03-21,form4_cluster_buy,5,7,392833.68,2024-03-19
f4_LILA_2024-03-22,LILA,2024-03-22,form4_cluster_buy,2,7,8664425.06,2024-03-22
f4_DERM_2024-03-27,DERM,2024-03-27,form4_cluster_buy,3,4,237290.0,2024-03-25
f4_LEGH_2024-03-27,LEGH,2024-03-27,form4_cluster_buy,2,3,236967.0,2024-03-25
f4_NKTX_2024-03-29,NKTX,2024-03-29,form4_cluster_buy,2,3,50000000.0,2024-03-28
f4_GTN_2024-04-01,GTN,2024-04-01,form4_cluster_buy,2,2,161868.0,2024-04-01
f4_ALTI_2024-04-04,ALTI,2024-04-04,form4_cluster_buy,2,3,338550.0,2024-04-04
f4_SRZN_2024-04-08,SRZN,2024-04-08,form4_cluster_buy,2,4,5999988.0,2024-04-08
f4_CRMT_2024-04-10,CRMT,2024-04-10,form4_cluster_buy,2,3,690710.4,2024-04-05
f4_SRZN_2024-04-17,SRZN,2024-04-17,form4_cluster_buy,2,4,5999988.0,2024-04-17
f4_LOVE_2024-04-23,LOVE,2024-04-23,form4_cluster_buy,2,6,533609.53,2024-04-18
f4_INMB_2024-04-24,INMB,2024-04-24,form4_cluster_buy,4,4,666282.24,2024-04-24
f4_KRRO_2024-04-24,KRRO,2024-04-24,form4_cluster_buy,10,10,9999920.0,2024-04-23
f4_ZURA_2024-04-24,ZURA,2024-04-24,form4_cluster_buy,4,4,4249998.51,2024-04-24
f4_USCB_2024-05-02,USCB,2024-05-02,form4_cluster_buy,2,3,236272.22,2024-05-01
f4_SAMG_2024-05-03,SAMG,2024-05-03,form4_cluster_buy,2,2,153872.22,2024-05-02
f4_HWBK_2024-05-06,HWBK,2024-05-06,form4_cluster_buy,4,6,557436.55,2024-05-01
f4_FRAF_2024-05-07,FRAF,2024-05-07,form4_cluster_buy,3,3,103210.0,2024-05-03
f4_FXNC_2024-05-07,FXNC,2024-05-07,form4_cluster_buy,4,6,105898.59,2024-05-02
f4_PAL_2024-05-13,PAL,2024-05-13,form4_cluster_buy,3,5,393975.0,2024-05-13
f4_TMCI_2024-05-14,TMCI,2024-05-14,form4_cluster_buy,6,10,4520306.04,2024-05-13
f4_LENZ_2024-05-15,LENZ,2024-05-15,form4_cluster_buy,2,2,551080.52,2024-05-14
f4_NEWT_2024-05-15,NEWT,2024-05-15,form4_cluster_buy,2,4,155868.38,2024-05-15
f4_AVD_2024-05-17,AVD,2024-05-17,form4_cluster_buy,3,7,591141.8,2024-05-17
f4_SCLX_2024-05-17,SCLX,2024-05-17,form4_cluster_buy,4,5,230014.13,2024-05-17
f4_TLS_2024-05-17,TLS,2024-05-17,form4_cluster_buy,4,7,711243.75,2024-05-14
f4_ACTG_2024-05-20,ACTG,2024-05-20,form4_cluster_buy,2,3,127103.26,2024-05-20
f4_ALTI_2024-05-20,ALTI,2024-05-20,form4_cluster_buy,2,6,844902.36,2024-05-16
f4_LODE_2024-05-20,LODE,2024-05-20,form4_cluster_buy,2,2,507257.5,2024-05-20
f4_BKTI_2024-05-23,BKTI,2024-05-23,form4_cluster_buy,2,8,171395.69,2024-05-21
f4_INFU_2024-05-23,INFU,2024-05-23,form4_cluster_buy,6,6,123161.33,2024-05-21
f4_INVE_2024-05-23,INVE,2024-05-23,form4_cluster_buy,3,5,307822.02,2024-05-20
f4_TMCI_2024-05-23,TMCI,2024-05-23,form4_cluster_buy,2,2,616594.98,2024-05-20
f4_BOC_2024-05-24,BOC,2024-05-24,form4_cluster_buy,3,3,1745703.32,2024-05-22
f4_TITN_2024-05-28,TITN,2024-05-28,form4_cluster_buy,2,2,1001547.25,2024-05-28
f4_OPAD_2024-05-30,OPAD,2024-05-30,form4_cluster_buy,2,5,303903.68,2024-05-28
f4_TMCI_2024-05-30,TMCI,2024-05-30,form4_cluster_buy,2,3,477038.5,2024-05-28
f4_CATX_2024-06-04,CATX,2024-06-04,form4_cluster_buy,3,6,200913.45,2024-05-30
f4_FF_2024-06-04,FF,2024-06-04,form4_cluster_buy,4,4,139703.75,2024-06-03
f4_RNGR_2024-06-06,RNGR,2024-06-06,form4_cluster_buy,2,2,146951.55,2024-06-06
f4_FRAF_2024-06-07,FRAF,2024-06-07,form4_cluster_buy,3,3,106190.0,2024-06-07
f4_TCPC_2024-06-07,TCPC,2024-06-07,form4_cluster_buy,2,2,107776.2,2024-06-07
f4_ALTI_2024-06-10,ALTI,2024-06-10,form4_cluster_buy,3,5,478312.05,2024-06-05
f4_BOC_2024-06-10,BOC,2024-06-10,form4_cluster_buy,4,6,1007713.5,2024-06-06
f4_ANIX_2024-06-12,ANIX,2024-06-12,form4_cluster_buy,3,5,122059.08,2024-06-07
f4_OEC_2024-06-12,OEC,2024-06-12,form4_cluster_buy,2,2,212440.0,2024-06-10
f4_FF_2024-06-13,FF,2024-06-13,form4_cluster_buy,2,4,507616.66,2024-06-10
f4_PKOH_2024-06-13,PKOH,2024-06-13,form4_cluster_buy,2,25,626644.1,2024-06-10
f4_BOC_2024-06-17,BOC,2024-06-17,form4_cluster_buy,3,4,628467.42,2024-06-12
f4_CATX_2024-06-18,CATX,2024-06-18,form4_cluster_buy,3,4,185087.0,2024-06-13
f4_NEWT_2024-06-18,NEWT,2024-06-18,form4_cluster_buy,4,7,174223.8,2024-06-17
f4_SRBK_2024-06-18,SRBK,2024-06-18,form4_cluster_buy,3,14,215726.57,2024-06-18
f4_GRNT_2024-06-20,GRNT,2024-06-20,form4_cluster_buy,3,4,123954.53,2024-06-17
f4_MPAA_2024-06-21,MPAA,2024-06-21,form4_cluster_buy,6,12,3018862.05,2024-06-17
f4_DMAC_2024-07-01,DMAC,2024-07-01,form4_cluster_buy,2,2,6000000.0,2024-07-01
f4_TBN_2024-07-02,TBN,2024-07-02,form4_cluster_buy,8,8,13376400.0,2024-07-02
f4_FXNC_2024-07-05,FXNC,2024-07-05,form4_cluster_buy,2,3,124681.6,2024-07-01
f4_TBN_2024-07-08,TBN,2024-07-08,form4_cluster_buy,3,7,574650.9,2024-07-08
f4_BNED_2024-07-10,BNED,2024-07-10,form4_cluster_buy,2,7,1528409.9,2024-07-10
f4_FBIO_2024-07-15,FBIO,2024-07-15,form4_cluster_buy,2,4,114903.0,2024-07-10
f4_BNED_2024-07-16,BNED,2024-07-16,form4_cluster_buy,2,2,157039.8,2024-07-16
f4_TKNO_2024-07-16,TKNO,2024-07-16,form4_cluster_buy,3,4,15149997.6,2024-07-16
f4_COFS_2024-07-29,COFS,2024-07-29,form4_cluster_buy,10,10,1285000.0,2024-07-29
f4_PFIS_2024-08-01,PFIS,2024-08-01,form4_cluster_buy,2,3,131502.67,2024-08-01
f4_FNWB_2024-08-02,FNWB,2024-08-02,form4_cluster_buy,3,4,212242.8,2024-07-30
f4_CMTV_2024-08-05,CMTV,2024-08-05,form4_cluster_buy,2,2,408563.8,2024-08-05
f4_HRZN_2024-08-05,HRZN,2024-08-05,form4_cluster_buy,2,2,130803.53,2024-08-05
f4_CVRX_2024-08-08,CVRX,2024-08-08,form4_cluster_buy,2,3,298207.8,2024-08-05
f4_GLSI_2024-08-08,GLSI,2024-08-08,form4_cluster_buy,2,3,115260.0,2024-08-05
f4_ONEW_2024-08-09,ONEW,2024-08-09,form4_cluster_buy,2,5,1703208.95,2024-08-05
f4_FSTR_2024-08-12,FSTR,2024-08-12,form4_cluster_buy,4,7,149242.31,2024-08-12
f4_OEC_2024-08-12,OEC,2024-08-12,form4_cluster_buy,3,6,668445.6,2024-08-07
f4_RNAC_2024-08-14,RNAC,2024-08-14,form4_cluster_buy,2,2,197217.53,2024-08-14
f4_TLS_2024-08-14,TLS,2024-08-14,form4_cluster_buy,4,5,1029373.24,2024-08-14
f4_FTCI_2024-08-16,FTCI,2024-08-16,form4_cluster_buy,2,5,249105.77,2024-08-13
f4_RWAY_2024-08-16,RWAY,2024-08-16,form4_cluster_buy,2,2,101250.0,2024-08-14
f4_SGC_2024-08-19,SGC,2024-08-19,form4_cluster_buy,3,3,206710.2,2024-08-15
f4_TMCI_2024-08-19,TMCI,2024-08-19,form4_cluster_buy,2,2,1011349.3,2024-08-15
f4_FTCI_2024-08-20,FTCI,2024-08-20,form4_cluster_buy,2,3,100451.52,2024-08-20
f4_WBTN_2024-08-20,WBTN,2024-08-20,form4_cluster_buy,3,6,814324.91,2024-08-15
f4_NNBR_2024-08-21,NNBR,2024-08-21,form4_cluster_buy,4,4,150544.38,2024-08-16
f4_STIM_2024-08-21,STIM,2024-08-21,form4_cluster_buy,2,6,143988.25,2024-08-16
f4_XPER_2024-08-27,XPER,2024-08-27,form4_cluster_buy,3,4,199257.34,2024-08-23
f4_BWFG_2024-08-28,BWFG,2024-08-28,form4_cluster_buy,5,12,161074.66,2024-08-26
f4_IMMR_2024-08-29,IMMR,2024-08-29,form4_cluster_buy,3,4,623610.12,2024-08-29
f4_TCPC_2024-09-03,TCPC,2024-09-03,form4_cluster_buy,2,3,245534.5,2024-09-03
f4_ONEW_2024-09-10,ONEW,2024-09-10,form4_cluster_buy,2,4,365120.05,2024-09-09
f4_CGNT_2024-09-12,CGNT,2024-09-12,form4_cluster_buy,2,4,12228422.42,2024-09-12
f4_GRNT_2024-09-13,GRNT,2024-09-13,form4_cluster_buy,3,3,111145.0,2024-09-11
f4_INMB_2024-09-16,INMB,2024-09-16,form4_cluster_buy,2,2,147071.25,2024-09-16
f4_ORN_2024-09-16,ORN,2024-09-16,form4_cluster_buy,2,2,119320.25,2024-09-16
f4_ASLE_2024-09-18,ASLE,2024-09-18,form4_cluster_buy,2,2,128119.2,2024-09-17
f4_EPSN_2024-09-19,EPSN,2024-09-19,form4_cluster_buy,2,2,626200.0,2024-09-19
f4_FCUV_2024-09-19,FCUV,2024-09-19,form4_cluster_buy,2,3,900000.0,2024-09-18
f4_SRBK_2024-09-19,SRBK,2024-09-19,form4_cluster_buy,3,7,272167.26,2024-09-17
f4_CRMT_2024-09-23,CRMT,2024-09-23,form4_cluster_buy,5,5,46057902.0,2024-09-20
f4_ACNT_2024-09-24,ACNT,2024-09-24,form4_cluster_buy,2,2,115013.7,2024-09-24
f4_NEWT_2024-09-24,NEWT,2024-09-24,form4_cluster_buy,3,8,483284.76,2024-09-20
f4_GDOT_2024-10-01,GDOT,2024-10-01,form4_cluster_buy,2,4,4767690.4,2024-10-01
f4_CLNN_2024-10-02,CLNN,2024-10-02,form4_cluster_buy,3,3,583390.25,2024-10-01
f4_CBNA_2024-10-07,CBNA,2024-10-07,form4_cluster_buy,8,8,332486.0,2024-10-07
f4_LFCR_2024-10-07,LFCR,2024-10-07,form4_cluster_buy,2,4,7199997.7,2024-10-07
f4_RELL_2024-10-18,RELL,2024-10-18,form4_cluster_buy,3,4,143629.39,2024-10-17
f4_RRGB_2024-10-18,RRGB,2024-10-18,form4_cluster_buy,2,8,887527.54,2024-10-17
f4_IKT_2024-10-23,IKT,2024-10-23,form4_cluster_buy,3,3,2698900.0,2024-10-23
f4_ROLR_2024-10-25,ROLR,2024-10-25,form4_cluster_buy,5,5,970000.0,2024-10-25
f4_BDSX_2024-11-06,BDSX,2024-11-06,form4_cluster_buy,5,7,424144.19,2024-11-06
f4_CBNK_2024-11-06,CBNK,2024-11-06,form4_cluster_buy,2,13,101661.89,2024-11-01
f4_RRGB_2024-11-07,RRGB,2024-11-07,form4_cluster_buy,2,6,469501.0,2024-11-07
f4_NMFC_2024-11-08,NMFC,2024-11-08,form4_cluster_buy,4,16,5130220.03,2024-11-06
f4_AVNW_2024-11-12,AVNW,2024-11-12,form4_cluster_buy,3,3,111375.0,2024-11-12
f4_GDOT_2024-11-12,GDOT,2024-11-12,form4_cluster_buy,2,4,3882249.0,2024-11-12
f4_COYA_2024-11-14,COYA,2024-11-14,form4_cluster_buy,3,4,106393.14,2024-11-12
f4_WEST_2024-11-14,WEST,2024-11-14,form4_cluster_buy,2,4,241380.0,2024-11-14
f4_MPAA_2024-11-18,MPAA,2024-11-18,form4_cluster_buy,3,3,1029000.0,2024-11-18
f4_DGICA_2024-11-19,DGICA,2024-11-19,form4_cluster_buy,2,8,1347042.44,2024-11-14
f4_XGN_2024-11-19,XGN,2024-11-19,form4_cluster_buy,2,2,134745.09,2024-11-18
f4_NVCT_2024-11-20,NVCT,2024-11-20,form4_cluster_buy,2,2,108380.0,2024-11-18
f4_ANTX_2024-11-21,ANTX,2024-11-21,form4_cluster_buy,3,7,288143.5,2024-11-18
f4_EML_2024-11-21,EML,2024-11-21,form4_cluster_buy,2,10,106018.35,2024-11-20
f4_KINS_2024-11-21,KINS,2024-11-21,form4_cluster_buy,3,8,249577.28,2024-11-19
f4_ONEW_2024-11-21,ONEW,2024-11-21,form4_cluster_buy,2,3,496470.84,2024-11-21
f4_SGHT_2024-11-21,SGHT,2024-11-21,form4_cluster_buy,2,2,2065621.46,2024-11-21
f4_BDSX_2024-11-22,BDSX,2024-11-22,form4_cluster_buy,2,3,397401.5,2024-11-21
f4_GRNT_2024-11-22,GRNT,2024-11-22,form4_cluster_buy,4,6,304320.97,2024-11-18
f4_RWAY_2024-11-22,RWAY,2024-11-22,form4_cluster_buy,2,6,598539.92,2024-11-20
f4_NRDY_2024-11-25,NRDY,2024-11-25,form4_cluster_buy,2,6,3744224.97,2024-11-20
f4_PCB_2024-11-25,PCB,2024-11-25,form4_cluster_buy,2,11,246361.83,2024-11-20
f4_ANTX_2024-11-27,ANTX,2024-11-27,form4_cluster_buy,2,5,108485.0,2024-11-27
f4_CATX_2024-11-27,CATX,2024-11-27,form4_cluster_buy,3,9,172255.77,2024-11-26
f4_MODD_2024-11-29,MODD,2024-11-29,form4_cluster_buy,2,3,1408949.0,2024-11-25
f4_TCPC_2024-11-29,TCPC,2024-11-29,form4_cluster_buy,2,2,178350.0,2024-11-29
f4_OPRT_2024-12-02,OPRT,2024-12-02,form4_cluster_buy,2,3,133818.84,2024-12-02
f4_NCDL_2024-12-03,NCDL,2024-12-03,form4_cluster_buy,2,5,780726.0,2024-12-02
f4_RRGB_2024-12-04,RRGB,2024-12-04,form4_cluster_buy,2,3,8308717.71,2024-12-04
f4_CATX_2024-12-06,CATX,2024-12-06,form4_cluster_buy,2,2,130135.75,2024-12-04
f4_GRNT_2024-12-09,GRNT,2024-12-09,form4_cluster_buy,4,4,323522.2,2024-12-05
f4_NRDY_2024-12-11,NRDY,2024-12-11,form4_cluster_buy,2,5,1505808.55,2024-12-09
f4_MNSB_2024-12-12,MNSB,2024-12-12,form4_cluster_buy,3,4,110498.65,2024-12-11
f4_SENS_2024-12-12,SENS,2024-12-12,form4_cluster_buy,2,2,145124.54,2024-12-10
f4_OPRT_2024-12-13,OPRT,2024-12-13,form4_cluster_buy,3,3,184038.0,2024-12-11
f4_FRST_2024-12-16,FRST,2024-12-16,form4_cluster_buy,4,6,160615.18,2024-12-16
f4_PRLD_2024-12-20,PRLD,2024-12-20,form4_cluster_buy,2,3,121963.36,2024-12-20
f4_ANIX_2025-01-17,ANIX,2025-01-17,form4_cluster_buy,3,3,141561.35,2025-01-15
f4_LAKE_2025-01-24,LAKE,2025-01-24,form4_cluster_buy,7,7,297174.0,2025-01-24
f4_MSIF_2025-01-31,MSIF,2025-01-31,form4_cluster_buy,8,8,1888448.0,2025-01-30
f4_TLSI_2025-01-31,TLSI,2025-01-31,form4_cluster_buy,3,7,388856.54,2025-01-29
f4_INR_2025-02-03,INR,2025-02-03,form4_cluster_buy,4,4,1600000.0,2025-02-03
f4_ZNTL_2025-02-04,ZNTL,2025-02-04,form4_cluster_buy,3,3,177757.34,2025-02-04
f4_ORRF_2025-02-06,ORRF,2025-02-06,form4_cluster_buy,2,2,107735.0,2025-02-06
f4_FRAF_2025-02-07,FRAF,2025-02-07,form4_cluster_buy,2,2,351012.0,2025-02-04
f4_FRST_2025-02-07,FRST,2025-02-07,form4_cluster_buy,3,6,123863.43,2025-02-04
